graph_id,nodes_count,edges_count,selected_footway_length,total_length,highway_types,selected_footway_coords
17,8,7,8.959480788812705e-05,0.0005824744631599372,{'footway': 7},"[(118.8386181, 32.05312709), (118.83857796, 32.05304699)]"
18,8,7,7.057658605607838e-05,0.001356545149235426,{'footway': 7},"[(118.65321, 32.12333123), (118.65314016, 32.1233414)]"
19,9,8,2.8284285388515505e-05,0.0003426027245345654,{'footway': 8},"[(118.83612312, 32.05283261), (118.8361431, 32.05285263)]"
20,21,23,0.0001727044423267463,0.004925480811556534,"{'tertiary': 7, 'footway': 16}","[(118.7761716, 32.05896206), (118.77620148, 32.05879196)]"
21,8,7,0.00010073878946147029,0.0005045128758814713,{'footway': 7},"[(118.81099368, 32.04742752), (118.81109394, 32.04741771)]"
22,10,9,7.208887639708668e-05,0.0024768041910001944,{'footway': 9},"[(118.73152746, 32.00710347), (118.73146752, 32.00714352)]"
23,12,11,0.00013905136892719674,0.0019122702870962359,"{'footway': 10, 'tertiary': 1}","[(118.8387054, 32.07240104), (118.83882564, 32.0723312)]"
24,8,7,0.0002280043914082379,0.0013235790764989852,{'footway': 7},"[(118.756494, 32.04604211), (118.756674, 32.04590216)]"
25,13,12,0.00020603207614738436,0.0035244581803867484,{'footway': 12},"[(118.70592948, 32.0218358), (118.7060094, 32.0220257)]"
26,11,10,5.388136969941366e-05,0.0007206473151659125,{'footway': 10},"[(118.82147544, 32.031792), (118.82145546, 32.03174196)]"
27,13,12,0.00024232140392533061,0.005237118026329517,"{'secondary': 6, 'footway': 4, 'tertiary': 2}","[(118.76950836, 32.02913097), (118.76965848, 32.02932119)]"
28,16,15,8.005020237437067e-05,0.002804180862830652,{'footway': 15},"[(118.7923491, 32.04545486), (118.79234928, 32.04553491)]"
29,8,7,0.00025768614165194356,0.0028980326014860195,{'footway': 7},"[(118.70322444, 32.02183994), (118.70343414, 32.0219897)]"
30,5,4,0.00012634881281511646,0.00036655959159278347,{'footway': 4},"[(118.73173806, 31.99647096), (118.73161818, 31.99643105)]"
31,6,5,0.00017203153345208514,0.0009132390268941823,{'footway': 5},"[(118.7318151, 32.02448706), (118.73167524, 32.02458723)]"
32,8,7,0.0001416746657012805,0.0011632534846199448,{'footway': 7},"[(118.827783, 32.08072329), (118.82792322, 32.08074354)]"
33,8,7,0.0003801138040193346,0.003827269262427611,{'footway': 7},"[(118.73784942, 32.07217635), (118.73750958, 32.07234663)]"
34,8,7,0.0003354497428889012,0.001217084972437034,{'footway': 7},"[(118.70675694, 32.02919555), (118.70644752, 32.02906599)]"
35,8,7,7.629452404617904e-05,0.0007238379485976077,{'footway': 7},"[(118.84007178, 32.04528795), (118.84014198, 32.04525807)]"
36,8,7,3.1705046916842084e-05,0.0006957080473199376,{'footway': 7},"[(118.83978162, 31.95613908), (118.83975156, 31.956129)]"
37,8,7,4.121662407141147e-05,0.0003924922280226621,{'footway': 7},"[(118.77655644, 31.9998605), (118.77654654, 31.99982049)]"
38,13,12,5.103530641103542e-05,0.0018827261723423467,{'footway': 12},"[(118.75892094, 32.02946438), (118.75897098, 32.02947441)]"
39,18,18,0.00023053351167220414,0.007397001262497382,"{'footway': 15, 'secondary': 3}","[(118.78508718, 32.02133661), (118.78489692, 32.02120643)]"
40,9,8,7.992001000036319e-05,0.001445638083998331,{'footway': 8},"[(118.74826026, 32.05384119), (118.74818034, 32.05384115)]"
41,9,8,8.063994295162889e-05,0.0012762674841445094,{'footway': 8},"[(118.76149134, 32.01680097), (118.76156136, 32.01676097)]"
42,11,10,0.00021929077613790557,0.0018813476842908636,"{'footway': 8, 'tertiary': 2}","[(118.7949294, 32.09613174), (118.79501958, 32.09593185)]"
43,10,9,4.116808959363931e-05,0.0038793198221397495,"{'footway': 7, 'tertiary': 2}","[(118.8302121, 31.95188028), (118.83025206, 31.95187038)]"
44,8,7,5.1027460259591884e-05,0.0009733164855283842,{'footway': 7},"[(118.7833563, 32.02275632), (118.78340634, 32.02274633)]"
45,9,8,8.250577495160569e-05,0.0006037808844004623,{'footway': 8},"[(118.85489982, 32.05743656), (118.8549198, 32.05751661)]"
46,9,8,0.00032022007556491004,0.0019222199883529004,"{'tertiary': 3, 'footway': 5}","[(118.76960466, 32.01593364), (118.76928444, 32.01593342)]"
47,9,8,0.00013458247434409542,0.0015806990980090333,{'footway': 8},"[(118.8412443, 32.04408978), (118.84133448, 32.04398988)]"
48,8,7,0.00014000000000180535,0.0006516241502859274,{'footway': 7},"[(118.73142792, 32.00348273), (118.73142792, 32.00334273)]"
49,9,8,2.2298215177152022e-05,0.0004038683685444289,{'footway': 8},"[(118.83091302, 32.04714209), (118.83090312, 32.04712211)]"
50,15,14,0.00021613392723276417,0.0030543248540673253,{'footway': 14},"[(118.7429004, 32.0643554), (118.74311064, 32.06440553)]"
51,8,7,0.0001280437737586745,0.0005821088517449454,{'footway': 7},"[(118.91794266, 32.10055236), (118.91786274, 32.1006524)]"
52,8,7,0.00016569596404447746,0.000546751379429415,{'footway': 7},"[(118.83917772, 32.06342007), (118.83902742, 32.06348982)]"
53,13,12,0.00010049679845143527,0.004266600534099409,"{'secondary': 7, 'footway': 5}","[(118.80060768, 32.02809719), (118.80061776, 32.0279972)]"
54,8,7,8.947851808555343e-05,0.0006707336729073999,{'footway': 7},"[(118.82755512, 32.05978893), (118.82759508, 32.05986899)]"
55,8,7,0.00019939916950618367,0.002499723072867724,{'footway': 7},"[(118.80026982, 32.0629298), (118.80032994, 32.06311992)]"
56,8,7,4.1386302092148266e-05,0.000610937817357925,{'footway': 7},"[(118.82963808, 32.06770416), (118.82967822, 32.06771424)]"
57,14,13,9.233665577742064e-05,0.004164089283548765,{'footway': 13},"[(118.8581661, 32.05911263), (118.85807592, 32.05913247)]"
58,11,10,7.624571135453459e-05,0.002842535075593006,"{'footway': 5, 'secondary': 4, 'tertiary': 1}","[(118.7761464, 32.04076181), (118.77611634, 32.04069174)]"
59,11,10,4.129901814960039e-05,0.0009898327690108719,{'footway': 10},"[(118.84044294, 32.04107771), (118.84043286, 32.04103766)]"
60,8,7,4.483770734229287e-05,0.00043106885132655585,{'footway': 7},"[(118.77693678, 31.9999307), (118.77689664, 31.99995068)]"
61,14,13,7.223861086895599e-05,0.0018946564528039378,{'footway': 13},"[(118.77812766, 32.00384273), (118.77806754, 32.00380268)]"
62,8,7,0.0002693236424735473,0.0009805134504732066,{'footway': 7},"[(118.75522518, 32.05360553), (118.75496508, 32.05367541)]"
63,8,7,3.1676548107274824e-05,0.0005102588860300348,{'footway': 7},"[(118.7829981, 31.93484049), (118.78302816, 31.9348305)]"
64,16,18,0.00028168849816381683,0.005783972248443936,{'footway': 18},"[(118.81718658, 32.034465), (118.81715652, 32.03418492)]"
65,8,7,0.0001659240009791176,0.0006759618502852234,{'footway': 7},"[(118.83047976, 32.06812572), (118.83063006, 32.06819601)]"
66,8,7,0.0001200100000033899,0.0006940635297245427,{'footway': 7},"[(118.83103272, 32.05283355), (118.83103272, 32.05271354)]"
67,11,10,2.997054053560489e-05,0.0021132597398608338,"{'footway': 8, 'secondary': 2}","[(118.8093591, 32.06080746), (118.80935892, 32.06083743)]"
68,12,13,0.0005692459974315023,0.005046871150645815,"{'footway': 12, 'tertiary': 1}","[(118.77517584, 31.99952975), (118.77573618, 31.99963005)]"
69,8,7,0.00016321528267700404,0.0007523875596667038,{'footway': 7},"[(118.82882646, 32.06748267), (118.82898684, 32.06751296)]"
70,8,7,4.471695986458999e-05,0.000382229477369861,{'footway': 7},"[(118.75781016, 32.02942361), (118.75785012, 32.02944368)]"
71,8,7,0.0003845662824492633,0.0026522970474192427,{'footway': 7},"[(118.73372058, 31.95212994), (118.73338074, 31.95194994)]"
72,8,7,0.0003570725696524392,0.0005859723958437374,{'footway': 7},"[(118.88648586, 31.99266882), (118.88641584, 31.99231868)]"
73,8,7,0.00014145107458571948,0.0007692159670864675,{'footway': 7},"[(118.77519582, 32.00418117), (118.77533586, 32.00416124)]"
74,8,7,0.00010026016157617375,0.0010617408273419526,{'footway': 7},"[(118.82881494, 32.08064513), (118.8289152, 32.08064531)]"
75,15,14,0.0003280914665168502,0.006930398441868282,"{'tertiary': 10, 'footway': 4}","[(118.91521224, 32.12352824), (118.91501226, 32.12378834)]"
76,9,8,0.00015006999999656045,0.0012755100360629318,{'footway': 8},"[(118.73763954, 32.07332691), (118.73763954, 32.07317684)]"
77,11,10,0.00011695003934260705,0.001601935303542011,{'footway': 10},"[(118.83106224, 32.05848483), (118.8311625, 32.05854504)]"
78,8,7,0.00046976666431297815,0.0033308288762210463,{'footway': 7},"[(118.78340328, 32.01183023), (118.78298298, 32.01204006)]"
79,8,7,0.00020252164945575192,0.0010307769430092835,{'footway': 7},"[(118.75338378, 32.05344429), (118.7531937, 32.05351418)]"
80,14,13,9.050310271415849e-05,0.0038749931423913207,"{'secondary': 5, 'footway': 3, 'tertiary': 5}","[(118.7591535, 32.06704811), (118.7591634, 32.06695815)]"
81,8,7,5.651197395063112e-05,0.0006073511816972769,{'footway': 7},"[(118.87719174, 32.07496068), (118.87715178, 32.07500064)]"
82,11,10,0.0001528576007298199,0.0009725280233550679,{'footway': 10},"[(118.83775662, 32.05081503), (118.83783672, 32.05094522)]"
83,8,7,0.00019252178085083594,0.0008856853555420634,{'footway': 7},"[(118.82712474, 32.05515713), (118.82721474, 32.05532732)]"
84,24,23,0.001550584903090332,0.005755821877044896,"{'footway': 17, 'tertiary': 6}","[(118.8345996, 32.05665072), (118.83462984, 32.05510043)]"
85,12,11,0.0001238047398091288,0.0013639155289569885,{'footway': 11},"[(118.79167914, 32.04677516), (118.7917092, 32.04689526)]"
86,11,10,0.0001104291759502226,0.0011634708090380239,{'footway': 10},"[(118.75841694, 32.05191663), (118.75830696, 32.05192658)]"
87,14,13,0.0002404221295908345,0.00236506673080488,{'footway': 13},"[(118.7746452, 32.00086962), (118.77457518, 32.00109962)]"
88,8,7,4.120691689930601e-05,0.001018226117387487,{'footway': 7},"[(118.75049118, 32.05134122), (118.75048128, 32.05138122)]"
89,10,10,0.0007995512674064077,0.004267087912416963,"{'footway': 4, 'tertiary': 6}","[(118.84130478, 32.03953889), (118.84052322, 32.03970755)]"
90,15,15,0.0003914129992605692,0.003452728212297675,"{'tertiary': 6, 'footway': 9}","[(118.78248618, 31.9446617), (118.78287642, 31.94469198)]"
91,12,11,5.00040518378154e-05,0.002104582751962656,{'footway': 11},"[(118.75303746, 32.08855977), (118.75306752, 32.08851981)]"
92,11,10,0.0001612166805853955,0.0016458044713615737,{'footway': 10},"[(118.82689452, 32.05167597), (118.82681442, 32.05181588)]"
93,13,12,0.00036130265166242306,0.002106980214671951,{'footway': 12},"[(118.86207336, 32.05970937), (118.8620433, 32.06006942)]"
94,8,7,7.624571135453459e-05,0.0006797591136245152,{'footway': 7},"[(118.81520982, 32.06337782), (118.81517976, 32.06330775)]"
95,11,10,7.833557812791094e-05,0.0013852412449761296,{'footway': 10},"[(118.8282771, 32.05351881), (118.82832732, 32.05357893)]"
96,13,12,0.00018418699546931635,0.0020075559259118245,"{'tertiary': 6, 'footway': 6}","[(118.7426673, 32.09428089), (118.74284712, 32.09432076)]"
97,10,9,0.00015012006528178928,0.0010104824716800332,{'footway': 9},"[(118.80137736, 32.07803225), (118.80122724, 32.07803211)]"
98,15,15,0.00012730750802685843,0.0025084220674866466,{'footway': 15},"[(118.77799752, 31.99935119), (118.77808752, 31.99944123)]"
99,15,16,0.00023690805494828253,0.007581455916732877,"{'footway': 8, 'secondary': 8}","[(118.7405469, 32.06993373), (118.74075678, 32.07004362)]"
100,13,12,7.808204147229824e-05,0.0029648687933507742,"{'secondary': 4, 'footway': 8}","[(118.81156824, 32.02212366), (118.8115182, 32.0221836)]"
