graph_id,nodes_count,edges_count,selected_footway_length,total_length,highway_types,selected_footway_coords
57,8,7,0.0001700499999941485,0.0013606885761209947,{'footway': 7},"[(118.85597784, 32.0980473), (118.85597784, 32.09787725)]"
58,13,12,8.06424609060401e-05,0.0013489459022417512,{'footway': 12},"[(118.77341436, 32.00207913), (118.77340428, 32.00215914)]"
59,8,7,5.1037272659154294e-05,0.0008202928821030519,{'footway': 7},"[(118.75504086, 32.03864703), (118.7550909, 32.03865707)]"
60,8,7,5.389993043192586e-05,0.0005020506589340114,{'footway': 7},"[(118.76529312, 32.01455183), (118.76534316, 32.0145318)]"
61,8,7,5.1045156476370743e-05,0.0007664730536647762,{'footway': 7},"[(118.78392708, 32.02393734), (118.783917, 32.02398738)]"
62,14,14,0.00015013201923525112,0.002245441811262309,{'footway': 14},"[(118.78353648, 32.0227164), (118.78365654, 32.02280654)]"
63,30,30,0.0006517300600724283,0.005753501908182549,"{'footway': 20, 'secondary': 10}","[(118.7334729, 32.07217937), (118.73382264, 32.07272931)]"
64,8,7,9.994000450389924e-05,0.0008868295659324167,{'footway': 7},"[(118.7423361, 32.07601463), (118.74227616, 32.07593466)]"
65,10,9,3.606107042234619e-05,0.0003817052730801294,{'footway': 9},"[(118.74106818, 32.09001044), (118.74108816, 32.08998042)]"
66,8,7,0.00014225057328417766,0.0016322221214068852,{'footway': 7},"[(118.78934994, 32.00989568), (118.78925994, 32.00978552)]"
67,8,7,0.0004531479264991684,0.0012252738618090387,{'footway': 7},"[(118.77400746, 32.01461573), (118.77442758, 32.0144459)]"
68,8,7,0.0004534690622299658,0.003115038677326208,{'footway': 7},"[(118.83588948, 32.07520661), (118.83558888, 32.07554613)]"
69,12,11,0.0005308513501987887,0.0022518573735254,"{'tertiary': 4, 'footway': 7}","[(118.75361436, 32.05456506), (118.7530839, 32.05454468)]"
70,11,10,0.00010452286304527895,0.0015800077132179832,"{'tertiary': 2, 'footway': 8}","[(118.86092172, 32.0573471), (118.86082164, 32.05731695)]"
71,9,8,5.0076003237345836e-05,0.0009729914944965948,{'footway': 8},"[(118.7653005, 32.065344), (118.76527044, 32.06530395)]"
72,10,9,0.0002620508225571006,0.001829261118675655,"{'tertiary': 4, 'footway': 5}","[(118.70592966, 32.02000533), (118.70609922, 32.02020513)]"
73,8,7,3.609437628822912e-05,0.000472027924200391,{'footway': 7},"[(118.81689246, 32.07003219), (118.81691244, 32.07006225)]"
74,8,7,0.0003361333473496111,0.0010460342804800833,{'footway': 7},"[(118.78404642, 32.02145604), (118.78424658, 32.021186)]"
75,13,12,6.71357170218796e-05,0.0012603643438043176,{'footway': 12},"[(118.83646098, 32.07261713), (118.83649104, 32.07267716)]"
76,23,30,0.00035384790517790265,0.007260639517956434,"{'tertiary': 7, 'footway': 23}","[(118.7936019, 32.09029214), (118.7939124, 32.09012244)]"
77,8,7,0.00013053677067792637,0.0006038598691083853,{'footway': 7},"[(118.81242666, 32.04485933), (118.81229652, 32.04484916)]"
78,8,7,0.00018119494612271964,0.0007176818452192631,{'footway': 7},"[(118.81676232, 32.06961189), (118.8167823, 32.06979198)]"
79,8,7,4.485554592867874e-05,0.0003997868842913784,{'footway': 7},"[(118.74735972, 32.05369053), (118.74731958, 32.05367051)]"
80,9,9,0.00010779614511488943,0.0008223403573905466,{'footway': 9},"[(118.77362442, 32.00183919), (118.77352434, 32.00179914)]"
81,11,10,4.0009999999313095e-05,0.0007714817691844139,{'footway': 10},"[(118.8283167, 32.05808991), (118.8283167, 32.05812992)]"
82,11,10,0.00010055964647500296,0.0027869376198102324,{'footway': 10},"[(118.86139836, 32.0875839), (118.86129828, 32.08759371)]"
83,8,7,0.00010776273939619252,0.001185408832277272,{'footway': 7},"[(118.77944724, 31.98963807), (118.77954732, 31.98959811)]"
84,9,8,0.00044929637890728827,0.0019031851128780827,{'footway': 8},"[(118.7465544, 32.0970992), (118.7466444, 32.09665901)]"
85,7,6,0.00021035764901360704,0.0005097112399469843,{'footway': 6},"[(118.81113624, 32.03088462), (118.81094598, 32.03097435)]"
86,8,7,3.0060041583753764e-05,0.00046455087148454825,{'footway': 7},"[(118.81123758, 32.02230317), (118.81120752, 32.02230312)]"
87,10,9,8.074418368832522e-05,0.0009480751087404759,"{'footway': 7, 'tertiary': 2}","[(118.81155276, 32.06263131), (118.81151262, 32.06256125)]"
88,20,20,7.07489738396072e-05,0.0037191591318742542,"{'tertiary': 6, 'footway': 14}","[(118.79256546, 32.01256134), (118.79263548, 32.01257147)]"
89,12,11,0.00014573990977568275,0.0017298249543357682,{'footway': 11},"[(118.84769532, 32.05829403), (118.84783554, 32.0582543)]"
90,13,12,0.0005610606591188167,0.0028822926591258514,{'footway': 12},"[(118.85652882, 32.09759811), (118.85708988, 32.09759897)]"
91,8,7,0.00012202788206399567,0.00063548276501477,{'footway': 7},"[(118.87749216, 32.07456095), (118.87742214, 32.07466089)]"
92,11,10,4.138630207663476e-05,0.0005819527960247933,{'footway': 10},"[(118.82141532, 32.03173188), (118.82145546, 32.03174196)]"
93,13,12,0.0005840358961571963,0.006954489937824401,"{'footway': 4, 'secondary': 8}","[(118.81184472, 32.05111959), (118.81242576, 32.05106051)]"
94,8,7,0.00021195532005585495,0.005413050756655796,{'footway': 7},"[(118.73762856, 31.95652964), (118.7374788, 31.95637965)]"
95,10,9,0.00013420880746082352,0.0020357031472793045,"{'tertiary': 4, 'footway': 5}","[(118.7803485, 31.99778172), (118.78046856, 31.99772174)]"
96,10,9,0.00019918941838923063,0.0013286054820834399,{'footway': 9},"[(118.61835786, 32.06429568), (118.61854776, 32.06423556)]"
97,8,7,8.955904867091745e-05,0.0005805882303840808,{'footway': 7},"[(118.7934705, 32.04717656), (118.79343036, 32.0470965)]"
98,12,12,7.22663434804795e-05,0.0031013286367725552,{'footway': 12},"[(118.8130581, 32.04332006), (118.81299798, 32.04327996)]"
99,17,16,0.00014571762419157504,0.0020552888749555106,{'footway': 16},"[(118.79125884, 32.046975), (118.7912187, 32.04683492)]"
100,10,9,9.055827736885077e-05,0.001822674195888412,{'footway': 9},"[(118.74242646, 32.08284698), (118.74251646, 32.08283694)]"
